2014M08,167
2014M09,167
2014M10,167
2014M11,166
2014M12,166
2015M01,165
2015M02,165
2015M03,165
2015M04,165
2015M05,165
2015M06,165
2015M07,165
2015M08,165
2015M09,165
2015M10,165
2015M11,165
2015M12,166
2016M01,163
2016M02,163
2016M03,162
2016M04,161
2016M05,161
2016M06,161
2016M07,161
2016M08,161
2016M09,161
2016M10,161
2016M11,161
2016M12,162
2017M01,163
2017M02,162
2017M03,161
2017M04,161
2017M05,160
2017M06,159
2017M07,159
2017M08,159
2017M09,159
2017M10,159
2017M11,159
2017M12,160
2018M01,159
2018M02,158
2018M03,154
2018M04,154
2018M05,153
2018M06,153
2018M07,153
2018M08,152
2018M09,151
2018M10,140
2018M11,136
2018M12,131
